,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,-0.0,-0.0,-0.0,0.0,0.7579646139441171,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,-0.0,0.0,0.9007438173520151,-0.0,0.0,0.0,-0.0,-0.04171061508790198,-0.0,-0.0
2,0.0,-0.042248395378990576,-0.0,0.0,0.0,0.8515454724456483,-0.0,0.0,-0.0,0.0,-0.043531308452742064,-0.0,0.0
3,0.0,-0.019148349068586326,-0.0,-0.0,0.0,0.8646128584466397,-0.0,-0.0,-0.0,0.0,-0.04398168741390596,-0.0,0.06938229614427638
4,0.0,-0.015443720639757899,-0.0,0.0,0.0,0.7846115084867091,-0.0,0.0,-0.0,0.0,-0.04812471287565714,-0.0,0.0
5,0.0,0.0,0.0,-0.0,0.0,0.8700300226846547,0.0,-0.0,0.0,-0.0,-0.03586169897908686,-0.0,-0.0
6,0.0,-0.02300231549592678,-0.0,-0.0,0.0,0.8632697589937933,-0.0,-0.0,0.0,-0.0,-0.038224695174233436,-0.0,-0.0
7,0.0,-0.0,-0.0,0.0,0.0,0.8788046091429256,-0.0,0.0,0.0,0.0,-0.056736420299882226,-0.0,0.0443795864796697
8,0.0,0.0,0.0,-0.0,0.0,0.8504202393772937,0.0,0.0,0.0,-0.0,-0.042533756083321266,-0.0,0.0
9,0.0,-0.0,-0.0,-0.0,0.0,0.8890387087893393,-0.0,0.0,0.0,-0.0,-0.05197537765804722,-0.0,0.0
10,0.0,-0.0,-0.0,-0.0,0.0,0.857268897201767,-0.0,-0.0,0.0,-0.0,-0.012098337828707211,-0.0,-0.0
11,0.0,-0.0,-0.0,-0.0,0.0,0.8646173139417526,-0.0,0.0,0.0,-0.0,-0.05337703879626247,-0.0,0.0
12,0.0,-0.037249715203350096,-0.0,0.0,0.0,0.7195438230142183,-0.0,0.0,-0.0,0.0,-0.04012605512003532,-0.0,0.0
13,0.0,0.0,0.0,-0.0,0.0,0.9015814923387936,0.0,-0.0,0.0,-0.0,-0.051958153368957406,-0.0,-0.0
14,0.0,-0.007466221430035735,-0.0,-0.0,0.0,0.8838024768707208,-0.0,-0.0,0.05109926962684482,-0.0,-0.0321356145407191,-0.0,-0.0
15,0.0,-0.01773017660584811,-0.0,-0.0,0.0,0.8842953508245261,-0.0,-0.0,0.0,0.0,-0.05725247805393212,-0.0,0.06702710525851754
16,0.1809476073861443,-0.02731960242264707,-0.0,-0.0,0.0,0.6516048292275901,-0.0,-0.0,0.0,-0.0,-0.03843234558897797,-0.0,0.0
17,0.0,-0.0,-0.0,0.0,0.0,0.8760503770189313,-0.0,0.0,0.0,0.0,-0.055452925419807675,-0.0,0.0
18,0.3800045804164527,0.20407856055271067,-0.2286186058960071,1.8277849623617162,-0.5670423777328072,1.9954809497700352,-0.026931717319411498,3.7981501798865542,-1.030008197155069,0.0,-0.07723532393522163,-0.0,-2.9893354449088863
19,0.0,0.0,0.0,0.0,0.0,0.9530443828809462,0.0,0.0,-0.0,0.0,-0.0495108736269137,-0.0,0.05406828108224557
20,0.0,-0.0,0.0,0.0,0.0,0.9657025934112593,0.0,0.0,-0.0,-0.0,-0.04575375761361326,-0.0,-0.0
21,0.0,-0.0,-0.0,0.0,0.0,0.8031590078713513,-0.0,0.0,0.0,0.0,-0.04038115018380275,-0.0,0.0
22,0.0,-0.0,-0.0,-0.0,0.0,0.8969623693118393,-0.0,0.0,-0.0,-0.0,-0.043895296402904675,-0.0,0.0
23,0.0,-0.0,-0.0,-0.0,0.0,0.8712243978174318,-0.0,-0.0,0.0,-0.0,-0.030473283193232444,-0.0,-0.0
24,0.18483670552582834,-0.03776134914250882,-0.0,-0.0,0.13492897828444084,0.27793392191484245,-0.0,-0.0,0.29147934495665206,-0.00531332613021098,-0.048037731605053424,-0.0,-0.0
25,0.0,-0.0,-0.0,-0.0,0.0,0.882828041412285,-0.0,0.0,0.0,-0.0,-0.04418262063461842,-0.0,0.0
26,0.0,0.0,0.0,-0.0,0.0,0.9204478944363799,0.0,0.0,0.0,-0.0,-0.04397496364496551,-0.0,-0.0
27,0.3071700140897265,-0.0,-0.0,0.0,0.0,0.5250077630828167,-0.0,0.0,0.0,-0.0,-0.07624816980321766,-0.0,-0.01857580993969972
28,0.0,-0.04284208791086187,-0.0,-0.0,0.0,0.7353424549948407,-0.0,0.0,-0.0,0.0,-0.05184300772266497,-0.0,0.0
29,0.0,-0.0,-0.0,-0.0,0.0,0.9097582749329922,-0.0,-0.0,0.0,-0.0,-0.00904378654700225,-0.0,-0.0
30,0.0,-0.017517124690769176,-0.0,-0.0,0.0,0.8695221921958718,-0.0,-0.0,0.0,0.0,-0.03205809235144512,-0.0,0.05055421525835108
31,0.0,-0.0,-0.0,-0.0,0.0,0.8602815671789281,-0.0,-0.0,0.0,-0.0,-0.026921371577745226,-0.0,-0.0
32,0.366248167868855,-0.19148733896504064,0.28119224832842293,0.002965646588811463,0.1941028990676524,0.22404368518618142,-0.11014133930551714,0.1282282648666566,0.29605562393858986,-0.0,0.08782040115359833,-0.10745337420279577,-0.2639855143512681
33,0.0,0.0,0.007449698830440533,-0.0,-0.0,1.708895467643993,0.0,-0.0,-0.7719828092246547,-0.006428478104922869,-0.03553502448212805,0.0,-0.0
34,0.0,-0.012803434021281849,-0.0,-0.0,0.0,0.8482521299356958,-0.0,0.0,0.0,-0.0,-0.03713614547910264,-0.0,0.0
35,0.0,0.0,0.0,0.0,-0.0,0.8900242517128764,0.0,0.05123553014277805,-0.0,-0.0,-0.04723223770601354,-0.0,-0.11179661502504626
