,Intercept,Best alpha,Best l1_ratio,RMSE,Std,RMSE_o,Std_o,Test set score,Test set score_train,ymax_train,ymin_train,ymax_test,ymin_test
22,0.0016469573046982433,0.013185727718492279,1.0,0.3627260452536813,0.912139437185711,0.22043973774732264,0.229199240930992,0.07497510411281672,0.8418624466603745,2.9769536474859266,-0.6840179213401338,-0.05891886943230579,-0.6383224615507421
23,0.010516416491885224,0.04913664210038536,1.0,0.38418761425212805,0.8311392434289134,0.10646821091777953,1.3298227052975988,0.9935900827200016,0.7863321687128888,3.133567430508075,-0.6711687448638988,2.670920558717269,-0.6747981230998377
24,0.03790481661505922,0.04217502649128953,0.46,0.2873330589716226,0.9129658682961342,0.8124338975195249,0.9863775426067897,0.3215939395798765,0.9009482598178287,3.223579203061203,-0.6720140776962059,2.065267272629492,-0.634423990941887
25,0.003253561163970048,0.027864340994210153,1.0,0.38306342161946505,0.96815744632174,0.20359207966565654,0.45833631160320015,0.8026881237625626,0.8434513283012914,3.264024496084824,-0.671435744272189,0.5723094803770663,-0.6310674286686141
26,0.002864536262064876,0.033257188103102735,1.0,0.38216477105320285,0.8733030618929994,0.23466669034358661,1.3726127096523943,0.9707714773440226,0.8084988727925354,3.4194644901615634,-0.6710362366318512,2.9942400791584523,-0.6516845058685419
27,-0.04151238671639513,0.041759508829514215,0.56,0.36486993266837336,0.9263222119975012,0.442150778174741,1.0360096115769508,0.8178566926499353,0.8448499224178148,3.3141299237732986,-0.6734825130234061,1.974418688697321,-0.657491606715829
28,-0.04770044011625793,0.020007178310882515,1.0,0.3240510588550433,0.6466391589086674,0.625622795090467,1.5232271119865364,0.8313074876818952,0.748867518551176,1.8967390897428957,-0.6799641097167132,2.9558171996081715,-0.5915640797958515
29,0.03291125725428619,0.04917894336818238,1.0,0.3093103954894846,0.9343297939010752,0.5862530847123562,0.22961946695277738,-5.51857809502896,0.8904055309798701,3.0528592989826397,-0.6825725156254201,-0.15200839152300558,-0.6501841152753328
30,0.02347294461767657,0.017809289098863146,1.0,0.3367057827543689,0.8827978572593839,0.38564886039226387,0.24120223682711564,-1.5563566407216607,0.854528267952437,2.816497891295883,-0.7000800484622022,0.015591762597496037,-0.6936717450536998
31,0.00015519234578548202,0.043381977138876156,1.0,0.37136967627834977,0.9149311656273278,0.050524896940718995,0.17998780242626639,0.9212002710269153,0.8352459742211815,2.987004051878188,-0.753201662298063,-0.20188994576551583,-0.6944273935874368
32,0.038931173345628775,0.0110541681272617,0.05,0.22760215125218475,0.7791925469339125,0.9965685789006545,1.0516727832901875,0.10204802379064959,0.9146775837824774,2.7926342845204033,-0.7432237874523839,2.4081879606463343,-0.2876976817801246
33,0.013881058469085182,0.003706145802058785,1.0,0.29595820503475473,0.8727036796411813,0.46378160899624266,0.6153796496149487,0.4320098745966172,0.8849922372588518,2.806242762858381,-0.7459477063334577,1.0219139845425778,-0.5784199865079122
34,-0.003330483700196868,0.015036950649568363,1.0,0.33292500539010067,0.8083308421017078,0.3308006180564254,1.025830310485242,0.8960123963158928,0.8303653639308003,2.7715833331730138,-0.7335165416868624,1.7751332087006273,-0.7220765153379398
35,-0.017787763243631724,0.0077999452120861195,1.0,0.32835582282069964,0.8556038624436254,0.38452955528267463,0.6303607448260722,0.6278816116587279,0.8527199335532997,2.738141336909944,-0.7432518521144421,1.0370866935720506,-0.717389083587182
36,0.002605191498690474,0.013192165804227269,1.0,0.33885432234047447,0.874690895719991,0.24065527604117912,0.4400192606265782,0.7008786577337159,0.8499220643775085,2.7604033932323495,-0.7537009902460121,0.5451409777825659,-0.6780515183988632
37,0.050815529762036085,0.05093583440175833,1.0,0.2711214634880619,0.8775434862017528,0.650441065128051,0.29935407926063895,-3.7211254800395412,0.9045467969140086,2.738590590180551,-0.7558344346651954,0.23692228276051838,-0.6353287358657961
38,-0.010061829438889652,0.01559738254805457,1.0,0.33638317763830283,0.8822865872305816,0.27036840311912097,0.44285629330057863,0.6272769678022507,0.8546385710421661,2.7759518204660676,-0.7388938109886032,0.6126149311504687,-0.6762044954786214
39,-0.006487001156068759,0.01943248841937873,1.0,0.33940604511587474,0.8590971499472906,0.26765484364820075,0.6652925375924641,0.838145451028772,0.8439173644085946,2.7758001461959196,-0.7393813112147904,1.0503400013008948,-0.7194560618854188
40,-0.020255627195667356,0.04346216687680074,1.0,0.3018605224485372,0.7547877160214085,0.6235330200270157,1.2878533454197825,0.7655846249312241,0.8400578271514494,2.3974635454588737,-0.7349786462339094,2.790798246378199,-0.6282773271760433
41,0.0021515280402776187,0.016521675193286525,1.0,0.3373872447545326,0.8761266764388582,0.2790178407958206,0.49430580477842173,0.6813803721323695,0.8517060233768352,2.8034318910160545,-0.7341093651305757,0.612998721479306,-0.7303740276019689
