"","otu48366","otu64777","otu47902","otu2986","otu10322","otu37875","otu16663","otu1555","otu18184","otu44494","otu70728","otu16779","otu11411"
"H.8.2",6.11703511053316,21.6124837451235,4.49934980494148,0.0624187256176853,1.02470741222367,0.816644993498049,1.85695708712614,0.0208062418725618,0.7074122236671,0.0104031209362809,0.483745123537061,0.301690507152146,0.00520156046814044
"H.9.2",0.53785472799918,0.194652187275894,0.0614691117713349,0.00512242598094458,0.102448519618892,0.0819588156951132,0.0256121299047229,0,0.0256121299047229,0,0.00512242598094458,0.0102448519618892,0
"H.10.2",0.107697830657982,0.128211703164265,0.0564131493922765,0,0.0307708087594236,0.0102569362531412,0.0461562131391353,0,0,0,0,0.0102569362531412,0
"H.11.2",0.886186820547169,2.45762275233139,0.767685094543768,0.0103044979133392,0.103044979133392,0.133958472873409,0.391570920706889,0.0154567468700088,0.0257612447833479,0,0.0257612447833479,0.0103044979133392,0
"H.12.2",0.0664078463424602,0.0255414793624847,0.00510829587249693,0,0,0.0153248876174908,0,0,0.00510829587249693,0,0,0,0
"H.13.2",2.58849212537034,8.43598939653828,2.54690992255315,0,0.514579759862779,0.337855397889703,1.09153282395135,0.0103955507042986,0.124746608451583,0.00519777535214928,0.0155933260564478,0,0
"H.14.2",0.627023693272344,0.133628000205582,0.0565349231638999,0,0.0976512309194634,0.092511692450018,0.0154186154083363,0,0.0308372308166727,0,0,0,0
"H.15.2",0.127746550843127,0.0715380684721512,0.0357690342360756,0,0.0153295861011753,0.0153295861011753,0.0153295861011753,0,0.00510986203372509,0,0,0,0
"H.1.3",2.79260141961556,0.357494430340397,0.067354023107611,4.24848453448008,0.404124138645666,0.383399823843324,0.0259053935029273,1.8185586239055,0.103621574011709,2.01543961452774,1.15019947152997,0.50256463395679,0.803067198590747
"H.2.3",6.78543764523625,0.139426800929512,0.0258197779499096,2.92796281951975,1.09992254066615,0.960495739736638,0,1.25484120836561,0.299509424218952,1.5440227214046,1.23418538600568,0.753937516137361,0.655822359927705
"H.3.3",3.65525798779857,2.90559404404922,0.739323751421776,12.3255092544721,0.666942405128735,0.61007134732706,0.279185192844587,5.87839933822769,0.180953365732603,2.55402750491159,0.408437596939303,0.315375865991107,0.579050770344328
"H.4.3",6.22493097879877,5.77694431421576,1.61483565140387,12.2102411835183,1.09392092514455,0.984528832630098,0.630306818773767,6.08428400270876,0.265666510392249,3.15153409386883,0.453195811845601,0.354222013856332,0.734489764025629
"H.5.3",1.33765498790966,2.1711169419149,0.617379225189072,7.75839892987601,0.241806863199053,0.164634460050419,0.262386170705356,3.53964089108401,0.0463034418891804,1.68235838864022,0.0617379225189072,0.0308689612594536,0.252096516952205
"H.6.3",10.6884905170174,1.43413873733437,0.374123148869836,24.977916341907,1.97453884125747,1.58482722785139,0.197453884125747,13.717848791894,0.441673161860223,5.51831644583009,0.940504027020005,0.758638607430501,0.405300077942323
"H.7.3",1.97882401315789,0.668174342105263,0.159333881578947,24.6607730263158,0.334087171052632,0.359786184210526,0.0668174342105263,12.4331825657895,0.113075657894737,4.83141447368421,0.0565378289473684,0.0873766447368421,0.287828947368421
"H.8.3",0.647415476312815,0.621724385982941,0.123317233583393,0.380228136882129,0.123317233583393,0.128455451649368,0.0616586167916966,0.190114068441065,0.0873497071215702,0.0308293083958483,0.0462439625937725,0.0256910903298736,0.00513821806597472
"H.9.3",1.56467854376452,2.07591014717273,0.614510715207849,0.0413116447198554,0.325329202168861,0.237541957139169,0.242705912729151,0.0206558223599277,0.0877872450296927,0.0258197779499096,0.067131422669765,0.0464756003098373,0
"H.10.3",0.492560287326834,0.194971780400205,0.0718317085684967,0,0.0769625448948179,0.0667008722421755,0.0102616726526424,0,0.0153925089789636,0,0.0205233453052848,0,0
"H.11.3",1.09543739988632,2.40789541673126,0.635560378235932,0,0.196351986772077,0.144680411305741,0.335865240531184,0,0.0465044179197024,0.0051671575466336,0,0.0155014726399008,0
"H.12.3",0.240643080231427,0.102401310736777,0.0307203932210332,0,0.0563207209052276,0.0256003276841944,0.00512006553683887,0,0.0102401310736777,0,0,0,0
"H.13.3",1.33037694013304,2.45965038931573,0.804413963801372,0.0309389986077451,0.293920486773578,0.2062599907183,0.319702985613366,0.010312999535915,0.0618779972154901,0.00515649976795751,0.0567214974475326,0.0721909967514052,0
"H.14.3",1.54726907009129,2.15586157099386,0.711743772241993,0.00515756356697096,0.309453814018258,0.21661766981278,0.309453814018258,0,0.0773634535045644,0,0,0.0103151271339419,0
"H.15.3",0.071765429567357,0.225548492925979,0.0512610211195407,0,0.0256305105597704,0,0.0307566126717244,0,0,0,0,0,0
